group,item,target,distractor,image,condition,SOA
A,38,church,church,image/church_NEU.mp4,NEU,0
A,39,rabbit,deer,image/rabbitREL_negSOA.mp4,REL,-150
A,40,church,church,image/churchID_posSOA.mp4,ID,150
A,41,bed,pistol,image/bed_UNREL.mp4,UNREL,0
A,42,desk,desk,image/desk_NEU.mp4,NEU,0
A,43,factory,factory,image/factoryID_negSOA.mp4,ID,-150
A,44,coat,vest,image/coatREL_posSOA.mp4,REL,150
A,45,factory,factory,image/factoryID_posSOA.mp4,ID,150
A,46,plate,glass,image/plateREL_negSOA.mp4,REL,-150
A,47,cannon,cannon,image/cannonNEU_posSOA.mp4,NEU,150
A,48,glass,plate,image/glassREL_posSOA.mp4,REL,150
A,49,train,arm,image/trainUNREL_posSOA.mp4,UNREL,150
A,50,sweater,skirt,image/sweaterREL_negSOA.mp4,REL,-150
A,51,cannon,pistol,image/cannonREL_negSOA.mp4,REL,-150
A,52,nose,nose,image/noseNEU_negSOA.mp4,NEU,-150
A,53,wardrobe,wardrobe,image/wardrobeID_negSOA.mp4,ID,-150
A,54,ear,leg,image/earREL_posSOA.mp4,REL,150
A,55,swan,swan,image/swanNEU_posSOA.mp4,NEU,150
A,56,jug,cup,image/jugREL_posSOA.mp4,REL,150
A,57,ear,vest,image/earUNREL_posSOA.mp4,UNREL,150
A,58,swan,swan,image/swan_ID.mp4,ID,0
A,59,glass,glass,image/glassNEU_negSOA.mp4,NEU,-150
A,60,train,train,image/trainID_negSOA.mp4,ID,-150
A,61,arm,train,image/armUNREL_posSOA.mp4,UNREL,150
A,62,leg,leg,image/leg_NEU.mp4,NEU,0
A,63,bike,train,image/bikeREL_posSOA.mp4,REL,150
A,64,church,church,image/churchID_negSOA.mp4,ID,-150
A,65,dagger,dagger,image/daggerNEU_posSOA.mp4,NEU,150
A,66,vest,vest,image/vest_ID.mp4,ID,0
A,67,car,car,image/car_ID.mp4,ID,0
A,68,pistol,bed,image/pistol_UNREL.mp4,UNREL,0
A,69,cup,tortoise,image/cupUNREL_posSOA.mp4,UNREL,150
A,70,car,leg,image/car_UNREL.mp4,UNREL,0
A,71,factory,factory,image/factoryNEU_negSOA.mp4,NEU,-150
A,72,glass,glass,image/glass_ID.mp4,ID,0
A,73,bed,bed,image/bedID_negSOA.mp4,ID,-150
A,74,car,leg,image/carUNREL_negSOA.mp4,UNREL,-150
A,75,tortoise,tortoise,image/tortoiseNEU_negSOA.mp4,NEU,-150
A,76,car,plane,image/car_REL.mp4,REL,0
A,77,nose,arm,image/nose_REL.mp4,REL,0
A,78,leg,leg,image/legNEU_posSOA.mp4,NEU,150
A,79,bike,bike,image/bikeID_posSOA.mp4,ID,150
A,80,plane,plane,image/planeID_posSOA.mp4,ID,150
A,81,cup,cup,image/cup_NEU.mp4,NEU,0
A,82,glass,plate,image/glass_REL.mp4,REL,0
A,83,deer,rabbit,image/deer_REL.mp4,REL,0
A,84,plate,plate,image/plateNEU_posSOA.mp4,NEU,150
A,85,leg,ear,image/legREL_posSOA.mp4,REL,150
A,86,dagger,sword,image/daggerREL_posSOA.mp4,REL,150
A,87,jug,jug,image/jugNEU_posSOA.mp4,NEU,150
A,88,church,castle,image/churchREL_negSOA.mp4,REL,-150
A,89,skirt,skirt,image/skirt_ID.mp4,ID,0
A,90,bike,bike,image/bike_NEU.mp4,NEU,0
A,91,table,sword,image/table_UNREL.mp4,UNREL,0
A,92,desk,deer,image/deskUNREL_negSOA.mp4,UNREL,-150
A,93,skirt,skirt,image/skirtNEU_negSOA.mp4,NEU,-150
A,94,church,rabbit,image/church_UNREL.mp4,UNREL,0
A,95,skirt,skirt,image/skirtID_posSOA.mp4,ID,150
A,96,dagger,dagger,image/dagger_ID.mp4,ID,0
