group,item,target,distractor,image,condition,SOA
A,14,factory,factory,image/factory_NEU.mp4,NEU,0
A,116,wardrobe,bike,image/wardrobe_UNREL.mp4,UNREL,0
A,63,plane,plane,image/plane_ID.mp4,ID,0
A,101,dagger,sword,image/dagger_REL.mp4,REL,0
A,121,factory,factory,image/factory_ID.mp4,ID,0
A,1,table,table,image/tableID_negSOA.mp4,ID,-150
A,9,cannon,cannon,image/cannon_ID.mp4,ID,0
A,37,car,plane,image/carREL_negSOA.mp4,REL,-150
A,28,plane,glass,image/planeUNREL_negSOA.mp4,UNREL,-150
A,5,castle,church,image/castle_REL.mp4,REL,0
A,76,nose,factory,image/nose_UNREL.mp4,UNREL,0
A,38,train,train,image/train_NEU.mp4,NEU,0
A,109,cup,jug,image/cup_REL.mp4,REL,0
A,127,deer,deer,image/deerID_posSOA.mp4,ID,150
A,125,table,wardrobe,image/table_REL.mp4,REL,0
A,46,plane,plane,image/planeNEU_negSOA.mp4,NEU,-150
A,68,jug,windmill,image/jug_UNREL.mp4,UNREL,0
A,58,coat,vest,image/coat_REL.mp4,REL,0
A,18,bed,desk,image/bedREL_posSOA.mp4,REL,150
A,74,factory,windmill,image/factoryREL_negSOA.mp4,REL,-150
A,51,castle,castle,image/castleNEU_negSOA.mp4,NEU,-150
